ID,Name,Team,From,To
103566,Jack Sparkes,Portsmouth,2023-06-01,2024-02-01
103566,Jack Sparkes,Torquay,2021-12-01,2022-01-01
103566,Jack Sparkes,Chippenham,2018-10-01,2019-07-01
37797,David Mc Goldrick,Notts Co,2023-06-01,2024-02-01
37797,David Mc Goldrick,Derby,2022-07-01,2023-06-01
37797,David Mc Goldrick,Sheff Utd,2018-07-01,2022-07-01
37797,David Mc Goldrick,Ipswich,2013-07-01,2018-07-01
37797,David Mc Goldrick,Ipswich,2013-01-01,2013-04-01
37797,David Mc Goldrick,Coventry,2012-08-01,2013-01-01
37797,David Mc Goldrick,Sheff Wed,2011-09-01,2011-10-01
37797,David Mc Goldrick,Nottm Forest,2009-06-01,2013-07-01
37797,David Mc Goldrick,Port Vale,2007-08-01,2008-01-01
37797,David Mc Goldrick,Bournemouth,2007-02-01,2007-04-01
37797,David Mc Goldrick,Notts Co,2005-09-01,2005-10-01
37797,David Mc Goldrick,Southampton,2005-09-01,2009-06-01
77788,Laurence Maguire,Crawley,2023-08-01,2024-02-01
77788,Laurence Maguire,Fylde,2017-02-01,2017-03-01
175088,Mc Keal Abdullah,Mansfield,2023-02-01,2024-02-01
123395,Ryan Stirk,Walsall,2023-06-01,2024-02-01
123395,Ryan Stirk,Bromley,2023-02-01,2023-05-01
123395,Ryan Stirk,Mansfield,2021-07-01,2022-06-01
123395,Ryan Stirk,Birmingham,2019-08-01,2023-06-01
140596,Charlie Mc Arthur,N'castle ,2022-07-01,2024-02-01
140596,Charlie Mc Arthur,Newcastle,2022-07-01,2024-02-01
140596,Charlie Mc Arthur,Kilmarnock,2021-07-01,2022-07-01
165939,James Sweet,Arsenal ,2022-07-01,2024-02-01
145085,Thimothee Lo Tutala,Doncaster,2024-02-01,2024-02-01
145085,Thimothee Lo Tutala,Stevenage,2023-04-01,2023-05-01
145085,Thimothee Lo Tutala,Hull,2022-08-01,2024-02-01
145085,Thimothee Lo Tutala,Tottenham ,2021-09-01,2022-08-01
53219,Jon Taylor,Doncaster,2019-08-01,2024-02-01
53219,Jon Taylor,Rotherham,2016-08-01,2019-06-01
53219,Jon Taylor,Peterborough,2014-06-01,2016-08-01
83825,Sasa Lukic,Fulham,2023-01-01,2024-02-01
83825,Sasa Lukic,Levante,2017-08-01,2018-06-01
83825,Sasa Lukic,Torino,2016-07-01,2023-01-01
83825,Sasa Lukic,Partizan,2014-07-01,2016-07-01
123610,Ateef Konate,N Forest ,2023-09-01,2024-02-01
123610,Ateef Konate,Oxford,2023-01-01,2023-03-01
123610,Ateef Konate,Nottm Forest,2021-07-01,2024-02-01
123610,Ateef Konate,Le Havre,2019-07-01,2021-07-01
175998,Darren Ehimamiegho,Rochdale,2023-03-01,2024-02-01
146709,Enzo Fernandez,Chelsea,2023-01-01,2024-02-01
146709,Enzo Fernandez,Benfica,2022-07-01,2023-01-01
146709,Enzo Fernandez,River Plate,2022-02-01,2022-07-01
133312,Kyle Joseph,Blackpool,2023-07-01,2024-02-01
133312,Kyle Joseph,Oxford,2022-08-01,2023-05-01
133312,Kyle Joseph,Cheltenham,2021-08-01,2022-01-01
133312,Kyle Joseph,Swansea,2021-07-01,2023-07-01
133312,Kyle Joseph,Wigan,2020-09-01,2021-07-01
107538,Jack Diamond,Carlisle,2024-01-01,2024-02-01
107538,Jack Diamond,Lincoln,2022-08-01,2023-05-01
107538,Jack Diamond,Harrogate,2022-01-01,2022-05-01
107538,Jack Diamond,Harrogate,2021-08-01,2022-01-01
107538,Jack Diamond,Harrogate,2019-08-01,2020-08-01
107538,Jack Diamond,Spennymoor,2019-03-01,2019-06-01
107538,Jack Diamond,Sunderland,2018-10-01,2019-06-01
107538,Jack Diamond,Sunderland ,2017-08-01,2024-02-01
136363,Lamar Bogarde,Bristol R,2023-08-01,2024-02-01
136363,Lamar Bogarde,Bristol R,2023-01-01,2023-05-01
87992,Harry Cardwell,Southend,2022-01-01,2024-02-01
87992,Harry Cardwell,Stockport,2021-02-01,2021-07-01
87992,Harry Cardwell,Chorley,2020-08-01,2022-01-01
87992,Harry Cardwell,Chorley,2020-01-01,2020-02-01
87992,Harry Cardwell,Grimsby,2017-07-01,2020-08-01
87992,Harry Cardwell,Braintree,2016-03-01,2016-06-01
87992,Harry Cardwell,Woking,2015-09-01,2016-06-01
141665,Bosun Lawal,Fleetwood,2023-08-01,2024-02-01
141665,Bosun Lawal,Celtic,2022-07-01,2024-02-01
141665,Bosun Lawal,Celtic II,2021-07-01,2024-02-01
52481,Danny Ings,West Ham,2023-01-01,2024-02-01
52481,Danny Ings,Aston Villa,2021-08-01,2023-01-01
52481,Danny Ings,Southampton,2019-07-01,2021-08-01
52481,Danny Ings,Southampton,2018-08-01,2019-05-01
52481,Danny Ings,Liverpool,2015-06-01,2019-07-01
52481,Danny Ings,Burnley,2011-08-01,2015-06-01
61643,Jamie Vardy,Leicester,2012-05-01,2024-02-01
61643,Jamie Vardy,Fleetwood,2011-08-01,2012-05-01
165863,Sonny Hart,Swindon,2022-08-01,2024-02-01
139296,James Holden,Dulwich H,2023-02-01,2023-03-01
139296,James Holden,Cambridge U,2022-05-01,2024-02-01
139296,James Holden,Maidenhead,2021-05-01,2022-01-01
139296,James Holden,Reading,2019-09-01,2022-05-01
143945,Ricky Aguiar,Worthing,2023-11-01,2024-02-01
143945,Ricky Aguiar,Torquay,2023-01-01,2023-02-01
143945,Ricky Aguiar,Chippenham,2021-10-01,2022-01-01
143945,Ricky Aguiar,Swindon,2021-08-01,2024-02-01
97010,Harry Pickering,Crewe,2021-02-01,2021-06-01
97010,Harry Pickering,Blackburn,2021-02-01,2024-02-01
93280,Jamie Mccart,Barnsley,2023-08-01,2024-02-01
93280,Jamie Mccart,Leyton Orient,2023-01-01,2023-05-01
93280,Jamie Mccart,Rotherham,2022-06-01,2024-02-01
93280,Jamie Mccart,St Johnstone,2020-01-01,2022-06-01
93280,Jamie Mccart,Inverness CT,2018-07-01,2020-01-01
93280,Jamie Mccart,Alloa,2018-01-01,2018-06-01
93280,Jamie Mccart,St Mirren,2017-09-01,2017-12-01
93280,Jamie Mccart,Inverness CT,2017-01-01,2017-06-01
93280,Jamie Mccart,Celtic,2016-07-01,2018-07-01
93280,Jamie Mccart,Celtic ,2016-07-01,2018-06-01
77355,Sam Austin,Notts Co,2022-07-01,2024-02-01
77355,Sam Austin,Kidderminster,2016-07-01,2022-07-01
77355,Sam Austin,Telford,2015-11-01,2016-06-01
160464,Jack Moore,Blackpool,2022-05-01,2024-02-01
93233,Angus Gunn,Norwich,2021-06-01,2024-02-01
93233,Angus Gunn,Stoke,2020-10-01,2021-06-01
93233,Angus Gunn,Southampton,2018-07-01,2021-06-01
93233,Angus Gunn,Norwich,2017-06-01,2018-06-01
75865,Ben Close,Doncaster,2021-06-01,2024-02-01
75865,Ben Close,Eastleigh,2017-01-01,2017-06-01
125638,Lewis Dobbin,Derby,2022-08-01,2023-05-01
125638,Lewis Dobbin,Everton ,2019-10-01,2024-02-01
149119,Florian Kastrati,Eastbourne,2023-02-01,2023-05-01
149119,Florian Kastrati,Crawley,2021-12-01,2024-02-01
74169,Janoi Donacien,Fleetwood,2021-01-01,2021-06-01
74169,Janoi Donacien,Accrington,2019-01-01,2019-05-01
74169,Janoi Donacien,Ipswich,2019-01-01,2024-02-01
74169,Janoi Donacien,Ipswich,2018-07-01,2019-01-01
74169,Janoi Donacien,Accrington,2016-08-01,2019-01-01
74169,Janoi Donacien,Newport Co,2015-09-01,2016-06-01
74169,Janoi Donacien,Wycombe,2015-08-01,2015-09-01
74169,Janoi Donacien,Tranmere,2015-03-01,2015-05-01
74169,Janoi Donacien,Tranmere,2014-08-01,2015-01-01
63957,Tom Hopper,Colchester,2023-01-01,2024-02-01
63957,Tom Hopper,Lincoln,2020-01-01,2023-01-01
63957,Tom Hopper,Southend,2018-07-01,2020-01-01
63957,Tom Hopper,Scunthorpe,2015-06-01,2018-07-01
63957,Tom Hopper,Scunthorpe,2015-01-01,2015-03-01
63957,Tom Hopper,Bury,2012-08-01,2013-01-01
181413,Alfie Marriott,Watford,2023-07-01,2024-02-01
78123,M J Williams,MK Dons,2023-07-01,2024-02-01
78123,M J Williams,Bolton,2021-02-01,2023-07-01
78123,M J Williams,Blackpool,2020-08-01,2021-02-01
78123,M J Williams,Rochdale,2018-06-01,2020-08-01
78123,M J Williams,Rochdale,2017-08-01,2017-12-01
78123,M J Williams,Swindon,2015-07-01,2015-10-01
78123,M J Williams,Notts Co,2015-03-01,2015-05-01
77159,Ed Bishop,Lincoln,2021-07-01,2024-02-01
126816,Faysal Bettache,Aldershot,2022-07-01,2022-12-01
126816,Faysal Bettache,Oldham,2021-08-01,2022-01-01
126816,Faysal Bettache,Billericay,2019-11-01,2020-05-01
126816,Faysal Bettache,QPR,2018-06-01,2024-02-01
100996,Elliot Watt,Salford,2022-06-01,2024-02-01
100996,Elliot Watt,Bradford,2020-07-01,2022-06-01
100996,Elliot Watt,Carlisle,2020-01-01,2020-07-01
100996,Elliot Watt,Wolves ,2018-07-01,2020-07-01
100996,Elliot Watt,Wolves ,2017-01-01,2018-06-01
96087,Jordan Garrick,Forest Green,2023-01-01,2024-02-01
96087,Jordan Garrick,Lincoln,2022-08-01,2023-01-01
96087,Jordan Garrick,Plymouth,2021-08-01,2022-05-01
96087,Jordan Garrick,Swindon,2021-02-01,2021-06-01
96087,Jordan Garrick,Swansea,2019-08-01,2024-02-01
96087,Jordan Garrick,Swansea ,2017-07-01,2021-01-01
96087,Jordan Garrick,Swansea ,2016-07-01,2021-01-01
81185,Jack Sowerby,Northampton,2020-09-01,2024-02-01
81185,Jack Sowerby,Carlisle,2018-08-01,2019-02-01
81185,Jack Sowerby,Fleetwood,2014-07-01,2020-09-01
143841,Oliver Hammond,Oldham,2024-01-01,2024-02-01
143841,Oliver Hammond,Cheltenham,2023-08-01,2024-01-01
143841,Oliver Hammond,Nottm Forest,2021-07-01,2024-01-01
72471,Cameron Dawson,Exeter,2021-07-01,2022-05-01
72471,Cameron Dawson,Chesterfield,2017-12-01,2017-12-01
72471,Cameron Dawson,Wycombe,2016-08-01,2016-09-01
72471,Cameron Dawson,Alfreton,2014-08-01,2014-11-01
72471,Cameron Dawson,Plymouth,2014-02-01,2014-06-01
59412,Bobby De Cordova Reid,Fulham,2020-01-01,2024-02-01
59412,Bobby De Cordova Reid,Fulham,2019-08-01,2020-01-01
59412,Bobby De Cordova Reid,Cardiff,2018-06-01,2020-01-01
59412,Bobby De Cordova Reid,Plymouth,2015-01-01,2015-05-01
59412,Bobby De Cordova Reid,Plymouth,2014-11-01,2015-01-01
59412,Bobby De Cordova Reid,Plymouth,2014-09-01,2014-11-01
59412,Bobby De Cordova Reid,Oldham,2013-03-01,2013-04-01
59412,Bobby De Cordova Reid,Cheltenham,2011-11-01,2011-12-01
117782,Julian Alvarez,River Plate,2022-02-01,2022-07-01
117782,Julian Alvarez,Man City,2022-01-01,2024-02-01
117782,Julian Alvarez,River Plate,2018-07-01,2022-01-01
128593,Tyrese Fornah,Derby,2023-08-01,2024-02-01
128593,Tyrese Fornah,Reading,2022-07-01,2023-05-01
128593,Tyrese Fornah,Shrewsbury,2022-01-01,2022-05-01
128593,Tyrese Fornah,Plymouth,2020-10-01,2021-06-01
68932,Nick Townsend,Newport Co,2018-08-01,2024-02-01
68932,Nick Townsend,Solihull M,2017-10-01,2017-11-01
68932,Nick Townsend,Barnsley,2016-08-01,2018-07-01
68932,Nick Townsend,Barnsley,2015-09-01,2016-06-01
68932,Nick Townsend,Barnsley,2015-08-01,2015-08-01
68932,Nick Townsend,Lincoln,2014-08-01,2015-01-01
68932,Nick Townsend,Lincoln,2014-02-01,2014-04-01
183217,Ben Collins,Salford,2023-09-01,2024-02-01
91747,Kenny Dougall,Blackpool,2020-10-01,2024-02-01
91747,Kenny Dougall,Barnsley,2018-07-01,2020-10-01
91747,Kenny Dougall,Sp. Rotterdam,2015-07-01,2018-07-01
109228,Pedro Porro,Tottenham,2023-06-01,2024-02-01
109228,Pedro Porro,Tottenham,2023-01-01,2023-06-01
109228,Pedro Porro,Sporting,2022-07-01,2023-06-01
109228,Pedro Porro,Sporting,2020-08-01,2022-06-01
109228,Pedro Porro,Valladolid,2019-08-01,2020-07-01
109228,Pedro Porro,Man City,2019-08-01,2022-07-01
109228,Pedro Porro,Girona,2017-11-01,2019-08-01
69408,Sondre Tronstad,Blackburn,2023-06-01,2024-02-01
69408,Sondre Tronstad,Vitesse Arn.,2020-01-01,2023-06-01
69408,Sondre Tronstad,Haugesund,2016-01-01,2020-01-01
69408,Sondre Tronstad,Huddersfield,2014-01-01,2016-01-01
69408,Sondre Tronstad,IK Start,2012-01-01,2014-01-01
144534,Jamie Miley,N'castle ,2021-08-01,2024-02-01
61617,Jimmy Keohane,Rochdale,2019-02-01,2024-02-01
61617,Jimmy Keohane,Cork City,2017-01-01,2019-02-01
61617,Jimmy Keohane,Sligo Rovers,2016-04-01,2017-01-01
61617,Jimmy Keohane,Woking,2015-08-01,2016-04-01
187371,Reece Hall,Hereford,2023-12-01,2024-01-01
187371,Reece Hall,West Brom,2023-01-01,2024-02-01
53906,Luke Berry,Luton,2017-08-01,2024-02-01
53906,Luke Berry,Cambridge U,2015-07-01,2017-08-01
53906,Luke Berry,Barnsley,2014-07-01,2015-07-01
145976,Oliver Ewing,Leicester ,2021-11-01,2024-02-01
185680,Ashqar Ahmed,Reading,2023-11-01,2024-02-01
82426,Dominic Hyam,Blackburn,2022-08-01,2024-02-01
82426,Dominic Hyam,Coventry,2017-05-01,2022-08-01
82426,Dominic Hyam,Aldershot,2017-03-01,2017-05-01
82426,Dominic Hyam,Portsmouth,2016-08-01,2016-11-01
82426,Dominic Hyam,Dag & Red,2016-02-01,2016-06-01
82426,Dominic Hyam,Basingstoke,2015-11-01,2016-01-01
82426,Dominic Hyam,Hemel,2015-02-01,2015-11-01
89639,George Miller,Doncaster,2022-06-01,2024-02-01
89639,George Miller,Walsall,2021-08-01,2022-05-01
89639,George Miller,Scunthorpe,2019-08-01,2020-07-01
89639,George Miller,Barnsley,2019-07-01,2022-06-01
89639,George Miller,Bradford,2019-01-01,2019-05-01
89639,George Miller,Bradford,2018-07-01,2019-01-01
89639,George Miller,Bury,2018-01-01,2018-06-01
89639,George Miller,Wrexham,2017-12-01,2018-01-01
89639,George Miller,Middlesbrough ,2017-10-01,2018-06-01
89639,George Miller,Middlesbrough,2017-07-01,2019-07-01
89639,George Miller,Bury,2015-07-01,2017-07-01
89269,Tosin Adarabioyo,Fulham,2020-10-01,2024-02-01
89269,Tosin Adarabioyo,Blackburn,2019-07-01,2020-08-01
89269,Tosin Adarabioyo,West Brom,2018-08-01,2019-05-01
133620,Connor Stanley,Hereford,2023-11-01,2024-02-01
133620,Connor Stanley,Bolton,2022-09-01,2024-02-01
133620,Connor Stanley,Man Utd ,2020-09-01,2022-09-01
136742,Lewis Shipley,Accrington,2023-07-01,2024-02-01
136742,Lewis Shipley,Norwich,2020-12-01,2024-02-01
136742,Lewis Shipley,Norwich ,2020-12-01,2023-07-01
133915,Charlie Williams,Leamington,2022-03-01,2022-06-01
133915,Charlie Williams,Burton,2020-09-01,2024-02-01
163910,Tom Booth,Crewe,2022-07-01,2024-02-01
145360,Tyrell Ashcroft,Tottenham ,2022-08-01,2024-02-01
145360,Tyrell Ashcroft,Tottenham,2022-08-01,2024-02-01
145360,Tyrell Ashcroft,Reading,2021-10-01,2022-08-01
177287,Nathan Asilmwe,Charlton,2022-11-01,2024-02-01
179473,Michael Parker,Shrewsbury,2023-07-01,2024-02-01
149139,Joshua Williams,Cheltenham,2023-09-01,2024-01-01
149139,Joshua Williams,Birmingham,2022-01-01,2024-02-01
167882,Ashton Mee,Stockport,2022-10-01,2024-02-01
60564,Jake Caprice,Burton,2023-07-01,2024-02-01
60564,Jake Caprice,Exeter,2020-08-01,2023-07-01
60564,Jake Caprice,Tranmere,2018-07-01,2020-08-01
60564,Jake Caprice,Leyton Orient,2017-07-01,2018-07-01
60564,Jake Caprice,Woking,2015-06-01,2017-07-01
60564,Jake Caprice,Lincoln,2014-07-01,2015-06-01
60564,Jake Caprice,Tamworth,2014-03-01,2014-04-01
60564,Jake Caprice,St Mirren,2013-08-01,2014-01-01
60564,Jake Caprice,Dag & Red,2012-11-01,2013-02-01
60564,Jake Caprice,Blackpool,2012-05-01,2014-06-01
88144,Daniel Barlaser,Middlesbrough,2023-01-01,2024-02-01
88144,Daniel Barlaser,Rotherham,2020-10-01,2023-01-01
88144,Daniel Barlaser,Rotherham,2019-07-01,2020-07-01
88144,Daniel Barlaser,Accrington,2018-08-01,2019-05-01
88144,Daniel Barlaser,Crewe,2018-01-01,2018-06-01
88144,Daniel Barlaser,N'castle ,2015-07-01,2024-02-01
166388,Luciano D Auria Henry,Fulham ,2023-11-01,2024-02-01
166388,Luciano D Auria Henry,Cheltenham,2023-08-01,2024-02-01
166388,Luciano D Auria Henry,Fulham,2022-08-01,2024-02-01
117420,Kieron Bowie,Northampton,2023-07-01,2024-02-01
117420,Kieron Bowie,Northampton,2022-07-01,2023-05-01
117420,Kieron Bowie,Raith,2018-11-01,2021-07-01
165239,Miles Leaburn,Charlton,2022-07-01,2024-02-01
175999,Obed Yeboah,AFC W'bledon,2023-03-01,2024-02-01
49518,Joel Ward,Crystal Palace,2012-05-01,2024-02-01
49518,Joel Ward,Bournemouth,2008-08-01,2009-06-01
95481,Konstantinos Mavropanos,West Ham,2023-08-01,2024-02-01
95481,Konstantinos Mavropanos,Stuttgart,2022-07-01,2023-08-01
95481,Konstantinos Mavropanos,Stuttgart,2021-07-01,2022-06-01
95481,Konstantinos Mavropanos,Stuttgart,2020-07-01,2021-06-01
95481,Konstantinos Mavropanos,Nuremberg,2020-01-01,2020-07-01
95481,Konstantinos Mavropanos,Arsenal ,2019-10-01,2020-01-01
95481,Konstantinos Mavropanos,Arsenal,2018-01-01,2022-07-01
96400,Tom Edwards,Huddersfield,2023-07-01,2024-02-01
96400,Tom Edwards,Barnsley,2022-09-01,2023-05-01
96400,Tom Edwards,NY Red Bulls,2022-02-01,2022-08-01
96400,Tom Edwards,NY Red Bulls,2021-01-01,2022-01-01
96400,Tom Edwards,Fleetwood,2020-10-01,2021-01-01
136373,Callum Doyle,Leicester,2023-07-01,2024-02-01
136373,Callum Doyle,Coventry,2022-07-01,2023-05-01
136373,Callum Doyle,Sunderland,2021-07-01,2022-05-01
94648,Jean Philippe Mateta,Crystal Palace,2022-01-01,2024-02-01
94648,Jean Philippe Mateta,Crystal Palace,2021-01-01,2022-01-01
94648,Jean Philippe Mateta,Mainz,2018-07-01,2022-01-01
94648,Jean Philippe Mateta,Le Havre,2017-07-01,2018-06-01
94648,Jean Philippe Mateta,Lyon,2016-09-01,2018-07-01
94648,Jean Philippe Mateta,Chateauroux,2016-07-01,2016-09-01
111601,Curtis Jones,Liverpool,2018-04-01,2024-02-01
177309,Matthew Dibley Dias,Fulham ,2023-08-01,2024-02-01
177309,Matthew Dibley Dias,Fulham,2023-05-01,2024-02-01
124887,Joe Anderson,Shrewsbury,2023-07-01,2024-02-01
124887,Joe Anderson,Sunderland,2023-01-01,2024-02-01
120336,Koji Miyoshi,Birmingham,2023-07-01,2024-02-01
120336,Koji Miyoshi,Royal Antwerp,2019-07-01,2023-07-01
183932,Liam Hutt,Swindon,2023-10-01,2024-02-01
88112,Harry Burgoyne,Shrewsbury,2020-01-01,2024-02-01
88112,Harry Burgoyne,Falkirk,2019-01-01,2019-05-01
88112,Harry Burgoyne,Plymouth,2018-07-01,2018-08-01
88112,Harry Burgoyne,Barnet,2017-02-01,2017-06-01
88112,Harry Burgoyne,Telford,2015-12-01,2016-06-01
88112,Harry Burgoyne,Corby,2015-11-01,2015-12-01
88112,Harry Burgoyne,Lowestoft,2015-09-01,2015-11-01
90902,Tom Davies,Sheff Utd,2023-08-01,2024-02-01
161523,Stephan Negru,Oxford,2023-01-01,2024-02-01
161523,Stephan Negru,Shelbourne,2022-01-01,2023-01-01
165676,Jayden Clarke,Gillingham,2023-01-01,2024-02-01
165676,Jayden Clarke,Dulwich H,2022-08-01,2023-01-01
74874,Will Aimson,Exeter,2023-01-01,2024-02-01
74874,Will Aimson,Bolton,2021-06-01,2023-01-01
74874,Will Aimson,Plymouth,2019-07-01,2021-06-01
74874,Will Aimson,Bury,2018-07-01,2019-07-01
74874,Will Aimson,Blackpool,2015-11-01,2018-07-01
74874,Will Aimson,Tranmere,2014-11-01,2014-12-01
74874,Will Aimson,Tamworth,2014-03-01,2014-07-01
165327,Nicolas Bollado,Carlisle,2022-07-01,2024-02-01
107402,Aaron Nemane,Notts Co,2021-07-01,2024-02-01
107402,Aaron Nemane,Torquay,2019-12-01,2021-07-01
107402,Aaron Nemane,Rangers,2017-08-01,2019-12-01
172171,Michael Adu Poku,Watford,2023-01-01,2024-02-01
92319,Ovie Ejaria,Reading,2020-08-01,2024-02-01
92319,Ovie Ejaria,Reading,2019-08-01,2020-08-01
92319,Ovie Ejaria,Reading,2019-01-01,2019-05-01
92319,Ovie Ejaria,Rangers,2018-07-01,2019-01-01
92319,Ovie Ejaria,Sunderland,2018-01-01,2018-06-01
126843,Valentino Livramento,Newcastle,2023-08-01,2024-02-01
126843,Valentino Livramento,Southampton,2021-08-01,2023-08-01
126843,Valentino Livramento,Chelsea ,2019-10-01,2021-07-01
36470,Darren Pratley,Leyton Orient,2021-06-01,2024-02-01
36470,Darren Pratley,Charlton,2018-07-01,2021-06-01
36470,Darren Pratley,Bolton,2011-07-01,2018-07-01
36470,Darren Pratley,Swansea,2006-06-01,2011-07-01
36470,Darren Pratley,Brentford,2005-08-01,2006-05-01
36470,Darren Pratley,Brentford,2005-02-01,2005-05-01
102785,Demetri Mitchell,Exeter,2023-01-01,2024-02-01
102785,Demetri Mitchell,Hibernian,2022-01-01,2023-01-01
102785,Demetri Mitchell,Blackpool,2020-09-01,2022-01-01
102785,Demetri Mitchell,Hearts,2018-08-01,2019-03-01
102785,Demetri Mitchell,Hearts,2018-01-01,2018-06-01
42363,Jason Taylor,Barrow,2018-07-01,2024-02-01
42363,Jason Taylor,Fylde,2017-10-01,2018-07-01
42363,Jason Taylor,Eastleigh,2016-08-01,2017-10-01
42363,Jason Taylor,Northampton,2015-01-01,2016-08-01
42363,Jason Taylor,Cheltenham,2013-01-01,2015-01-01
42363,Jason Taylor,Rochdale,2009-08-01,2010-05-01
42363,Jason Taylor,Rotherham,2009-01-01,2013-01-01
42363,Jason Taylor,Stockport,2006-08-01,2009-05-01
42363,Jason Taylor,Stockport,2006-03-01,2006-05-01
86638,Tom Glover,Middlesbrough,2023-07-01,2024-02-01
86638,Tom Glover,Melbourne C,2019-08-01,2023-07-01
86638,Tom Glover,Helsingborgs,2019-04-01,2019-07-01
86638,Tom Glover,Tottenham ,2018-11-01,2019-08-01
86638,Tom Glover,Central Coast M,2017-07-01,2018-06-01
86638,Tom Glover,Tottenham,2015-07-01,2019-08-01
183862,Joey Phuthi,Sheff Wed,2023-10-01,2024-02-01
144040,Joe Nyahwema,Burton,2021-08-01,2024-02-01
90687,Lewis Ward,Charlton,2024-01-01,2024-02-01
90687,Lewis Ward,Swindon,2023-08-01,2024-01-01
90687,Lewis Ward,Sutton Utd,2022-09-01,2023-08-01
90687,Lewis Ward,Swindon,2021-07-01,2022-09-01
90687,Lewis Ward,Portsmouth,2021-01-01,2021-06-01
90687,Lewis Ward,Exeter,2019-06-01,2021-07-01
90687,Lewis Ward,Forest Green,2019-01-01,2019-05-01
90687,Lewis Ward,Northampton,2018-07-01,2019-01-01
90687,Lewis Ward,Reading,2018-07-01,2019-06-01
90687,Lewis Ward,Aldershot,2017-11-01,2018-06-01
90687,Lewis Ward,Hungerford,2017-03-01,2017-08-01
90687,Lewis Ward,Margate,2016-08-01,2017-03-01
90687,Lewis Ward,Sutton Utd,2016-03-01,2016-06-01
87268,Marvin Ekpiteta,Blackpool,2020-07-01,2024-02-01
87268,Marvin Ekpiteta,Leyton Orient,2018-01-01,2020-07-01
87268,Marvin Ekpiteta,E Thurrock,2017-01-01,2018-01-01
87268,Marvin Ekpiteta,Concord R,2016-08-01,2017-01-01
87268,Marvin Ekpiteta,Chelmsford,2014-07-01,2016-08-01
49725,Mark Marshall,Maidstone,2023-01-01,2023-05-01
49725,Mark Marshall,Crawley,2021-09-01,2024-02-01
49725,Mark Marshall,Northampton,2020-01-01,2021-07-01
49725,Mark Marshall,Gillingham,2019-07-01,2020-01-01
49725,Mark Marshall,Charlton,2017-06-01,2019-07-01
49725,Mark Marshall,Bradford,2015-07-01,2017-06-01
49725,Mark Marshall,Port Vale,2014-07-01,2015-07-01
49725,Mark Marshall,Coventry,2014-02-01,2014-07-01
49725,Mark Marshall,Barnet,2010-07-01,2012-07-01
49725,Mark Marshall,Hereford.,2009-09-01,2009-11-01
89847,Ken Sema,Udinese,2019-08-01,2020-08-01
89847,Ken Sema,Watford,2018-07-01,2024-02-01
89847,Ken Sema,Ostersunds FK,2016-01-01,2018-07-01
132980,Cameron Antwi,Cardiff,2024-01-01,2024-02-01
132980,Cameron Antwi,Telford,2021-10-01,2021-12-01
132980,Cameron Antwi,Southport,2020-12-01,2021-01-01
132980,Cameron Antwi,Blackpool,2020-07-01,2022-07-01
96104,Ricky German,Chesham,2023-11-01,2024-02-01
96104,Ricky German,Dulwich H,2021-10-01,2022-06-01
96104,Ricky German,Crawley,2019-01-01,2024-02-01
96104,Ricky German,Alfreton,2017-08-01,2017-09-01
96104,Ricky German,Chesterfield,2016-08-01,2018-06-01
166488,Roddy Mc Glinchey,Peterborough,2022-08-01,2024-02-01
123720,Saidou Khan,Swindon,2022-07-01,2024-02-01
123720,Saidou Khan,Chesterfield,2021-07-01,2022-07-01
123720,Saidou Khan,Dag & Red,2021-03-01,2021-06-01
123720,Saidou Khan,Maidstone,2019-07-01,2021-07-01
145937,Ronnie Sandford,MK Dons,2021-11-01,2024-02-01
108801,Rosarie Longelo,Accrington,2022-01-01,2024-02-01
108801,Rosarie Longelo,N'castle ,2018-10-01,2022-01-01
53254,Greg Cunningham,Preston,2021-01-01,2024-02-01
53254,Greg Cunningham,Blackburn,2019-08-01,2020-07-01
53254,Greg Cunningham,Cardiff,2018-06-01,2021-01-01
53254,Greg Cunningham,Preston,2015-07-01,2018-06-01
53254,Greg Cunningham,Bristol C,2012-07-01,2015-07-01
53254,Greg Cunningham,Nottm Forest,2011-10-01,2012-05-01
53254,Greg Cunningham,Leicester,2010-10-01,2011-01-01
183745,Cody Twose,Cardiff,2023-09-01,2024-02-01
65079,Gwion Edwards,Morecambe,2024-01-01,2024-02-01
65079,Gwion Edwards,Ross County,2023-02-01,2023-05-01
65079,Gwion Edwards,Wigan,2021-06-01,2023-06-01
65079,Gwion Edwards,Ipswich,2018-07-01,2021-06-01
65079,Gwion Edwards,Peterborough,2016-06-01,2018-07-01
65079,Gwion Edwards,Crawley,2014-07-01,2016-06-01
65079,Gwion Edwards,Crawley,2014-03-01,2014-06-01
65079,Gwion Edwards,St Johnstone,2013-07-01,2014-06-01
65079,Gwion Edwards,St Johnstone,2013-01-01,2013-05-01
118589,Priestley Farquharson,Walsall,2023-06-01,2024-02-01
118589,Priestley Farquharson,Newport Co,2021-01-01,2023-06-01
118589,Priestley Farquharson,Connah's Q,2019-01-01,2021-01-01
71597,Joel Coleman,Bolton,2023-06-01,2024-02-01
71597,Joel Coleman,Ipswich,2022-11-01,2023-06-01
71597,Joel Coleman,Rochdale,2021-08-01,2022-07-01
71597,Joel Coleman,Fleetwood,2020-08-01,2021-08-01
71597,Joel Coleman,Shrewsbury,2018-07-01,2019-01-01
71597,Joel Coleman,Huddersfield,2016-06-01,2020-08-01
